ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,L1_CLOUD_HEIGHT,L1_CLOUD_COVER,L2_CLOUD_HEIGHT,L2_CLOUD_COVER,L3_CLOUD_HEIGHT,L3_CLOUD_COVER,L4_CLOUD_HEIGHT,L4_CLOUD_COVER,DEW_POINT,MAX_WIND_SPEED,PRECIPITATION,PRECIPITATION_TYPE,PRESSURE_SEA_LEVEL,PRESSURE_STATION,VISIBILITY,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,DIFFUSE_RADIATION,GLOBAL_RADIATION,SUNSHINE_DURATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
5908,-0.4,66,0,,,,,,,,,-5.9,4.6,0.0,,1020.0,985.9,34050,-1,3.2,30,0.0,0.0,0.0,120.64,-30.64,60.25,2022-03-04 03:00:00+00:00,0.0
5909,-1.2,70,0,,,,,,,,,-5.9,4.7,0.0,0,1020.0,985.8,34240,-1,3.2,30,0.0,0.0,0.0,111.72,-21.72,73.59,2022-03-04 04:00:00+00:00,0.0
5910,-1.4,71,0,,,,,,,,,-6.0,4.6,0.0,0,1020.2,985.9,29360,-1,3.3,40,0.0,0.0,0.0,102.18,-12.18,85.59,2022-03-04 05:00:00+00:00,0.0
5911,-2.2,75,0,,,,,,,,,-6.1,3.9,0.0,,1021.0,986.6,31090,-1,2.4,40,0.0,0.0,0.0,92.49,-2.49,97.02,2022-03-04 06:00:00+00:00,0.0
5912,-1.9,74,0,,,,,,,,,-5.9,4.6,0.0,0,1021.4,987.0,28940,-1,3.0,30,3.8,7.7,0.43,82.92,7.08,108.57,2022-03-04 07:00:00+00:00,1435.74
5913,-0.2,66,0,,,,,,,,,-5.7,6.4,0.0,0,1021.5,987.3,27450,-1,3.1,30,13.3,52.7,1.0,74.17,15.83,120.85,2022-03-04 08:00:00+00:00,11294.39
5914,2.2,58,0,,,,,,,,,-5.2,7.7,0.0,,1021.4,987.5,24100,-1,4.7,30,19.3,109.5,1.0,66.5,23.5,134.43,2022-03-04 09:00:00+00:00,26765.44
5915,3.8,54,0,,,,,,,,,-4.7,6.5,0.0,0,1021.2,987.5,23640,-1,2.6,20,23.3,157.9,1.0,60.53,29.47,149.7,2022-03-04 10:00:00+00:00,41559.39
5916,6.2,48,0,,,,,,,,,-3.8,7.0,0.0,0,1020.9,987.5,29110,-1,4.1,30,26.0,193.5,1.0,56.91,33.09,166.64,2022-03-04 11:00:00+00:00,47152.47
5917,7.6,43,0,,,,,,,,,-4.2,6.5,0.0,,1020.4,987.2,30000,-1,4.2,40,27.5,210.7,1.0,56.14,33.86,184.51,2022-03-04 12:00:00+00:00,51414.81
5918,8.9,38,0,,,,,,,,,-4.7,6.1,0.0,0,1019.8,986.8,27080,-1,3.2,10,29.2,207.4,1.0,58.36,31.64,202.06,2022-03-04 13:00:00+00:00,49100.07
5919,9.6,35,0,,,,,,,,,-5.2,6.9,0.0,0,1019.1,986.2,27850,-1,3.2,20,27.5,186.0,1.0,63.21,26.79,218.23,2022-03-04 14:00:00+00:00,37406.15
5920,10.5,29,0,,,,,,,,,-6.7,7.0,0.0,,1018.9,986.1,39340,-1,4.0,20,24.0,149.8,1.0,70.09,19.91,232.65,2022-03-04 15:00:00+00:00,22741.78
5921,9.6,30,0,,,,,,,,,-7.2,6.7,0.0,0,1019.0,986.1,40560,-1,3.6,40,19.3,99.1,1.0,78.36,11.64,245.53,2022-03-04 16:00:00+00:00,11760.47
5922,8.2,31,0,,,,,,,,,-8.0,6.1,0.0,0,1019.2,986.1,37280,-1,4.3,50,12.1,41.9,1.0,87.35,2.65,257.39,2022-03-04 17:00:00+00:00,4208.8
5923,6.2,33,0,,,,,,,,,-8.7,6.0,0.0,,1019.7,986.3,41200,-1,3.3,70,2.2,3.7,0.3,97.2,-7.2,268.83,2022-03-04 18:00:00+00:00,214.47
5924,4.3,42,0,,,,,,,,,-7.4,6.2,0.0,0,1020.4,986.8,33060,-1,3.2,110,0.0,0.0,0.0,106.84,-16.84,280.48,2022-03-04 19:00:00+00:00,0.0
5925,4.2,43,0,,,,,,,,,-7.4,4.3,0.0,0,1020.7,987.1,27870,-1,1.9,80,0.0,0.0,0.0,116.1,-26.1,293.07,2022-03-04 20:00:00+00:00,0.0
5926,3.4,46,0,,,,,,,,,-7.1,4.1,0.0,,1020.9,987.2,26290,-1,3.0,60,0.0,0.0,0.0,124.46,-34.46,307.41,2022-03-04 21:00:00+00:00,0.0
5927,2.4,51,0,,,,,,,,,-6.7,4.1,0.0,0,1020.8,987.0,26610,-1,2.9,50,0.0,0.0,0.0,131.2,-41.2,324.3,2022-03-04 22:00:00+00:00,0.0
5928,2.0,55,0,,,,,,,,,-6.1,3.7,0.0,0,1020.8,986.9,24190,-1,2.6,30,0.0,0.0,0.0,135.43,-45.43,344.02,2022-03-04 23:00:00+00:00,0.0
5929,-0.1,64,0,,,,,,,,,-6.0,4.9,0.0,,1021.0,986.9,17970,-1,3.0,30,0.0,0.0,0.0,136.3,-46.3,5.47,2022-03-05 00:00:00+00:00,0.0
5930,-0.4,65,0,,,,,,,,,-6.1,5.6,0.0,0,1021.4,987.2,22090,-1,3.1,40,0.0,0.0,0.0,133.63,-43.63,26.27,2022-03-05 01:00:00+00:00,0.0
5931,-1.1,70,0,,,,,,,,,-5.9,5.1,0.0,0,1021.4,987.1,21040,-1,3.0,40,0.0,0.0,0.0,127.98,-37.98,44.57,2022-03-05 02:00:00+00:00,0.0
5932,-1.9,75,0,,,,,,,,,-5.7,4.2,0.0,,1021.2,986.8,16250,-1,2.9,30,0.0,0.0,0.0,120.29,-30.29,60.05,2022-03-05 03:00:00+00:00,0.0
5933,-2.5,78,0,,,,,,,,,-5.8,4.3,0.0,0,1021.4,986.9,15030,-1,2.8,30,0.0,0.0,0.0,111.38,-21.38,73.37,2022-03-05 04:00:00+00:00,0.0
5934,-3.2,83,0,,,,,,,,,-5.8,4.0,0.0,0,1021.4,986.9,13070,-1,2.5,30,0.0,0.0,0.0,101.86,-11.86,85.37,2022-03-05 05:00:00+00:00,0.0
5935,-3.0,82,0,,,,,,,,,-5.6,4.8,0.0,,1022.0,987.5,11660,-1,3.1,40,0.0,0.0,0.0,92.16,-2.16,96.81,2022-03-05 06:00:00+00:00,0.0
5936,-3.5,85,0,,,,,,,,,-5.6,4.5,0.0,0,1022.3,987.7,10570,-1,2.7,50,4.5,8.3,0.43,82.59,7.41,108.37,2022-03-05 07:00:00+00:00,1734.0
5937,-1.1,74,0,,,,,,,,,-5.2,4.2,0.0,0,1022.1,987.8,12760,-1,1.9,50,15.3,53.5,1.0,73.82,16.18,120.67,2022-03-05 08:00:00+00:00,12114.33
5938,0.4,67,0,,,,,,,,,-5.0,3.4,0.0,,1022.2,988.1,13660,-1,2.1,40,22.0,110.6,1.0,66.13,23.87,134.28,2022-03-05 09:00:00+00:00,27939.12
5939,2.7,59,0,,,,,,,,,-4.5,3.0,0.0,0,1021.9,988.1,17130,-1,1.8,40,26.6,159.3,1.0,60.15,29.85,149.62,2022-03-05 10:00:00+00:00,42721.47
5940,5.0,52,0,,,,,,,,,-4.0,4.0,0.0,0,1021.3,987.8,20070,-1,2.0,40,29.0,194.9,1.0,56.52,33.48,166.64,2022-03-05 11:00:00+00:00,48202.7
5941,7.0,41,0,,,,,,,,,-5.3,4.1,0.0,,1020.7,987.4,28770,-1,2.4,360,30.4,212.3,1.0,55.76,34.24,184.6,2022-03-05 12:00:00+00:00,53429.98
5942,8.1,35,0,,,,,,,,,-6.6,5.1,0.0,0,1020.0,986.9,43390,-1,2.2,20,32.1,208.5,1.0,58.0,32.0,202.23,2022-03-05 13:00:00+00:00,50975.37
5943,8.6,32,0,,,,,,,,,-7.1,4.6,0.0,0,1019.8,986.7,37250,-1,2.1,40,29.3,188.9,1.0,62.88,27.12,218.46,2022-03-05 14:00:00+00:00,38375.06
5944,8.5,28,0,,,,,,,,,-9.0,6.3,0.0,,1019.6,986.5,46950,-1,2.5,70,24.8,150.6,1.0,69.79,20.21,232.91,2022-03-05 15:00:00+00:00,23509.6
5945,8.5,31,0,,,,,,,,,-7.7,5.9,0.0,0,1019.6,986.5,41120,-1,2.8,60,19.8,100.9,1.0,78.08,11.92,245.81,2022-03-05 16:00:00+00:00,11913.53
5946,6.4,35,0,,,,,,,,,-8.1,6.3,0.0,0,1019.9,986.6,42790,-1,3.1,70,12.8,43.5,1.0,87.1,2.9,257.68,2022-03-05 17:00:00+00:00,5066.66
5947,4.4,42,0,,,,,,,,,-7.4,6.0,0.0,,1020.5,986.9,43010,-1,2.7,100,2.4,3.9,0.23,96.95,-6.95,269.13,2022-03-05 18:00:00+00:00,310.0
5948,3.5,45,0,,,,,,,,,-7.4,6.4,0.0,0,1021.1,987.4,39450,-1,3.1,100,0.0,0.0,0.0,106.58,-16.58,280.78,2022-03-05 19:00:00+00:00,0.0
5949,2.5,49,0,,,,,,,,,-7.2,5.7,0.0,0,1021.6,987.7,34220,-1,2.5,90,0.0,0.0,0.0,115.82,-25.82,293.37,2022-03-05 20:00:00+00:00,0.0
5950,2.0,50,0,,,,,,,,,-7.3,5.0,0.0,,1021.8,987.9,35900,-1,3.2,60,0.0,0.0,0.0,124.16,-34.16,307.7,2022-03-05 21:00:00+00:00,0.0
5951,0.9,54,0,,,,,,,,,-7.3,4.6,0.0,0,1022.3,988.2,34570,-1,3.0,50,0.0,0.0,0.0,130.87,-40.87,324.56,2022-03-05 22:00:00+00:00,0.0
5952,0.3,57,0,,,,,,,,,-7.3,4.2,0.0,0,1022.3,988.2,37040,-1,3.0,30,0.0,0.0,0.0,135.06,-45.06,344.2,2022-03-05 23:00:00+00:00,0.0
5953,-0.9,63,0,,,,,,,,,-7.1,4.4,0.0,,1022.7,988.4,38770,-1,3.0,20,0.0,0.0,0.0,135.91,-45.91,5.51,2022-03-06 00:00:00+00:00,0.0
5954,-0.4,60,0,,,,,,,,,-7.3,5.8,0.0,0,1022.7,988.5,39050,-1,4.0,30,0.0,0.0,0.0,133.24,-43.24,26.19,2022-03-06 01:00:00+00:00,0.0
5955,-0.9,62,0,,,,,,,,,-7.2,6.0,0.0,0,1022.9,988.6,39820,-1,4.1,40,0.0,0.0,0.0,127.61,-37.61,44.41,2022-03-06 02:00:00+00:00,0.0
5956,-1.8,66,0,,,,,,,,,-7.4,5.8,0.0,,1022.9,988.5,34890,-1,4.1,40,0.0,0.0,0.0,119.94,-29.94,59.86,2022-03-06 03:00:00+00:00,0.0
5957,-2.2,69,0,,,,,,,,,-7.2,4.5,0.0,0,1023.3,988.8,34500,-1,3.3,50,0.0,0.0,0.0,111.05,-21.05,73.16,2022-03-06 04:00:00+00:00,0.0
5958,-3.5,76,0,,,,,,,,,-7.1,4.4,0.0,0,1023.9,989.2,28500,-1,3.0,40,0.0,0.0,0.0,101.52,-11.52,85.16,2022-03-06 05:00:00+00:00,0.0
5959,-2.8,72,0,,,,,,,,,-7.1,5.6,0.0,,1024.0,989.4,30320,-1,3.8,40,0.0,0.0,0.0,91.83,-1.83,96.61,2022-03-06 06:00:00+00:00,1.07
5960,-2.6,71,0,,,,,,,,,-7.1,5.7,0.0,0,1024.4,989.8,33000,-1,3.6,40,4.9,8.5,0.35,82.25,7.75,108.18,2022-03-06 07:00:00+00:00,1977.14
5961,-1.1,64,0,,,,,,,,,-7.0,6.2,0.0,0,1024.7,990.3,38350,-1,3.3,40,16.7,54.4,1.0,73.47,16.53,120.49,2022-03-06 08:00:00+00:00,12707.75
5962,0.9,55,0,,,,,,,,,-7.1,8.1,0.0,,1024.8,990.6,30560,-1,5.0,40,24.0,112.2,1.0,65.76,24.24,134.14,2022-03-06 09:00:00+00:00,28771.03
5963,2.7,49,0,,,,,,,,,-6.9,6.7,0.0,0,1024.5,990.6,43840,-1,3.9,40,27.7,163.0,1.0,59.76,30.24,149.53,2022-03-06 10:00:00+00:00,44069.24
5964,5.0,41,0,,,,,,,,,-7.2,8.6,0.0,0,1024.0,990.4,41090,-1,4.6,30,30.7,197.8,1.0,56.13,33.87,166.63,2022-03-06 11:00:00+00:00,50357.1
5965,5.4,34,0,,,,,,,,,-9.2,9.0,0.0,,1023.6,990.0,47100,-1,4.9,50,30.8,216.6,1.0,55.37,34.63,184.69,2022-03-06 12:00:00+00:00,54535.85
5966,6.3,35,0,,,,,,,,,-8.2,10.1,0.0,0,1023.1,989.6,37620,-1,4.8,30,29.4,215.2,1.0,57.63,32.37,202.41,2022-03-06 13:00:00+00:00,51896.45
5967,6.3,34,0,,,,,,,,,-8.5,9.8,0.0,0,1022.7,989.3,61450,-1,4.8,20,28.2,193.9,1.0,62.55,27.45,218.7,2022-03-06 14:00:00+00:00,40070.43
5968,6.1,34,1,1680,1,,,,,,,-8.4,10.4,0.0,,1022.8,989.3,39730,-1,5.1,30,28.6,152.6,1.0,69.49,20.51,233.18,2022-03-06 15:00:00+00:00,25020.62
5969,5.5,37,0,,,,,,,,,-8.1,10.0,0.0,0,1022.7,989.2,41420,-1,5.5,30,23.5,102.5,1.0,77.81,12.19,246.09,2022-03-06 16:00:00+00:00,13981.77
5970,4.5,39,1,1690,1,,,,,,,-8.2,9.5,0.0,0,1022.8,989.1,41750,-1,5.2,50,16.3,42.2,0.82,86.85,3.15,257.97,2022-03-06 17:00:00+00:00,5966.7
5971,4.0,43,7,1680,7,,,,,,,-7.4,10.0,0.0,,1023.1,989.4,37990,-1,4.1,40,2.9,3.3,0.0,96.69,-6.69,269.42,2022-03-06 18:00:00+00:00,258.71
5972,3.5,45,8,1680,8,,,,,,,-7.2,6.4,0.0,0,1023.5,989.7,34160,-1,3.6,40,0.0,0.0,0.0,106.32,-16.32,281.09,2022-03-06 19:00:00+00:00,0.0
5973,3.3,45,8,1640,8,,,,,,,-7.6,5.2,0.0,0,1023.8,990.0,43730,-1,3.2,50,0.0,0.0,0.0,115.55,-25.55,293.68,2022-03-06 20:00:00+00:00,0.0
5974,2.4,46,8,1600,8,,,,,,,-8.1,7.8,0.0,,1024.6,990.6,40190,-1,4.1,70,0.0,0.0,0.0,123.85,-33.85,308.0,2022-03-06 21:00:00+00:00,0.0
5975,1.7,49,7,1500,7,,,,,,,-8.0,8.2,0.0,0,1025.0,990.9,45460,-1,4.7,60,0.0,0.0,0.0,130.53,-40.53,324.82,2022-03-06 22:00:00+00:00,0.0
5976,0.8,52,3,1450,3,,,,,,,-8.0,7.7,0.0,0,1025.2,991.0,40440,-1,4.8,50,0.0,0.0,0.0,134.68,-44.68,344.37,2022-03-06 23:00:00+00:00,0.0
5977,0.1,56,0,,,,,,,,,-7.7,8.0,0.0,,1025.3,991.0,38890,-1,5.0,50,0.0,0.0,0.0,135.52,-45.52,5.56,2022-03-07 00:00:00+00:00,0.0
5978,-0.9,61,0,,,,,,,,,-7.5,7.7,0.0,0,1025.5,991.1,36030,-1,4.8,50,0.0,0.0,0.0,132.85,-42.85,26.11,2022-03-07 01:00:00+00:00,0.0
5979,-1.5,63,0,,,,,,,,,-7.6,7.7,0.0,0,1025.5,991.0,39530,-1,5.1,40,0.0,0.0,0.0,127.24,-37.24,44.25,2022-03-07 02:00:00+00:00,0.0
5980,-2.0,64,0,,,,,,,,,-7.9,7.8,0.0,,1025.3,990.8,41760,-1,5.2,40,0.0,0.0,0.0,119.59,-29.59,59.66,2022-03-07 03:00:00+00:00,0.0
5981,-2.5,65,0,,,,,,,,,-8.2,7.9,0.0,0,1025.4,990.8,44510,-1,5.5,40,0.0,0.0,0.0,110.71,-20.71,72.95,2022-03-07 04:00:00+00:00,0.0
5982,-3.0,67,0,,,,,,,,,-8.2,7.9,0.0,0,1025.9,991.2,42610,-1,5.3,40,0.0,0.0,0.0,101.19,-11.19,84.95,2022-03-07 05:00:00+00:00,0.0
5983,-3.5,69,0,,,,,,,,,-8.4,7.5,0.0,,1026.1,991.4,45980,-1,5.1,40,0.1,0.1,0.0,91.5,-1.5,96.4,2022-03-07 06:00:00+00:00,0.0
5984,-3.4,67,0,,,,,,,,,-8.6,7.2,0.0,0,1026.6,991.8,45830,-1,4.6,30,5.5,10.2,0.48,81.91,8.09,107.98,2022-03-07 07:00:00+00:00,2492.4
5985,-2.1,61,0,,,,,,,,,-8.7,6.2,0.0,0,1026.5,991.9,40960,-1,3.9,30,17.3,58.0,1.0,73.12,16.88,120.32,2022-03-07 08:00:00+00:00,14042.71
5986,-0.4,51,0,,,,,,,,,-9.4,9.2,0.0,,1026.3,991.9,42910,-1,4.3,40,24.7,113.7,1.0,65.39,24.61,134.0,2022-03-07 09:00:00+00:00,31016.5
5987,1.8,45,0,,,,,,,,,-8.8,11.1,0.0,0,1026.2,992.1,42680,-1,5.9,60,29.9,165.9,1.0,59.38,30.62,149.45,2022-03-07 10:00:00+00:00,46200.3
5988,2.3,41,0,,,,,,,,,-9.6,10.9,0.0,0,1025.9,991.9,47550,-1,5.8,70,30.0,202.7,1.0,55.73,34.27,166.63,2022-03-07 11:00:00+00:00,52759.79
5989,3.9,37,0,,,,,,,,,-9.3,12.3,0.0,,1025.1,991.3,44520,-1,6.4,70,28.3,222.1,1.0,54.99,35.01,184.79,2022-03-07 12:00:00+00:00,57447.96
5990,3.9,35,0,,,,,,,,,-10.1,11.1,0.0,0,1024.4,990.6,41890,-1,5.9,80,26.3,221.1,1.0,57.27,32.73,202.59,2022-03-07 13:00:00+00:00,54270.51
5991,4.7,36,0,,,,,,,,,-9.3,11.0,0.0,0,1023.6,989.9,69180,-1,6.0,70,24.8,199.5,1.0,62.22,27.78,218.94,2022-03-07 14:00:00+00:00,41462.19
5992,4.9,36,0,,,,,,,,,-8.8,9.6,0.0,,1023.5,989.9,38050,-1,5.7,80,22.3,161.2,1.0,69.19,20.81,233.45,2022-03-07 15:00:00+00:00,25261.68
5993,4.4,37,0,,,,,,,,,-8.9,10.3,0.0,0,1023.3,989.6,57730,-1,5.0,80,19.0,107.3,1.0,77.53,12.47,246.38,2022-03-07 16:00:00+00:00,12960.96
5994,3.3,40,0,,,,,,,,,-8.9,11.1,0.0,0,1023.6,989.8,48070,-1,5.4,80,12.9,48.9,1.0,86.6,3.4,258.27,2022-03-07 17:00:00+00:00,5168.49
5995,2.1,44,0,,,,,,,,,-8.8,9.0,0.0,,1024.1,990.1,53220,-1,4.4,80,3.1,5.9,0.43,96.43,-6.43,269.72,2022-03-07 18:00:00+00:00,401.55
5996,1.5,46,0,,,,,,,,,-8.8,8.1,0.0,0,1024.3,990.2,43440,-1,4.7,70,0.0,0.0,0.0,106.05,-16.05,281.39,2022-03-07 19:00:00+00:00,0.0
5997,1.0,48,0,,,,,,,,,-8.8,8.6,0.0,0,1024.7,990.6,46440,-1,4.9,70,0.0,0.0,0.0,115.27,-25.27,293.99,2022-03-07 20:00:00+00:00,0.0
5998,0.8,47,0,,,,,,,,,-9.1,6.9,0.0,,1024.8,990.6,43200,-1,4.1,60,0.0,0.0,0.0,123.55,-33.55,308.3,2022-03-07 21:00:00+00:00,0.0
5999,1.1,45,0,,,,,,,,,-9.6,8.1,0.0,0,1024.5,990.4,42130,-1,4.0,70,0.0,0.0,0.0,130.19,-40.19,325.09,2022-03-07 22:00:00+00:00,0.0
6000,1.0,46,0,,,,,,,,,-9.4,8.2,0.0,0,1024.2,990.1,43940,-1,4.2,70,0.0,0.0,0.0,134.31,-44.31,344.55,2022-03-07 23:00:00+00:00,0.0
6001,0.8,46,0,,,,,,,,,-9.4,8.4,0.0,,1023.8,989.7,44860,-1,4.6,70,0.0,0.0,0.0,135.13,-45.13,5.61,2022-03-08 00:00:00+00:00,0.0
6002,0.8,46,0,,,,,,,,,-9.4,9.1,0.0,0,1023.6,989.5,49440,-1,4.5,70,0.0,0.0,0.0,132.46,-42.46,26.04,2022-03-08 01:00:00+00:00,0.0
6003,0.8,46,0,,,,,,,,,-9.6,8.7,0.0,0,1023.2,989.1,43020,-1,3.6,80,0.0,0.0,0.0,126.86,-36.86,44.1,2022-03-08 02:00:00+00:00,0.0
6004,1.3,42,0,,,,,,,,,-10.3,9.6,0.0,,1022.3,988.3,44790,-1,4.3,70,0.0,0.0,0.0,119.23,-29.23,59.47,2022-03-08 03:00:00+00:00,0.0
6005,1.5,40,0,,,,,,,,,-10.6,9.4,0.0,0,1021.8,987.8,46530,-1,4.3,80,0.0,0.0,0.0,110.36,-20.36,72.75,2022-03-08 04:00:00+00:00,0.0
6006,1.2,41,0,,,,,,,,,-10.5,7.6,0.0,0,1021.8,987.8,55490,-1,3.8,80,0.0,0.0,0.0,100.85,-10.85,84.74,2022-03-08 05:00:00+00:00,0.0
6007,1.3,43,0,,,,,,,,,-10.0,9.9,0.0,,1022.0,988.0,51000,-1,5.0,80,0.0,0.0,0.0,91.16,-1.16,96.19,2022-03-08 06:00:00+00:00,0.0
6008,1.5,43,0,,,,,,,,,-9.7,13.5,0.0,0,1022.2,988.2,49450,-1,5.5,90,4.5,11.8,0.58,81.57,8.43,107.78,2022-03-08 07:00:00+00:00,2018.81
6009,2.8,43,0,,,,,,,,,-8.6,12.8,0.0,0,1022.2,988.4,57120,-1,5.3,90,12.4,63.9,1.0,72.76,17.24,120.14,2022-03-08 08:00:00+00:00,15018.31
6010,4.9,37,0,,,,,,,,,-8.6,12.3,0.0,,1022.0,988.4,63500,-1,4.5,90,17.1,121.7,1.0,65.02,24.98,133.86,2022-03-08 09:00:00+00:00,31894.83
6011,6.3,32,0,,,,,,,,,-9.0,7.3,0.0,0,1021.5,988.1,48400,-1,3.4,100,19.5,171.0,1.0,58.99,31.01,149.36,2022-03-08 10:00:00+00:00,46170.23
6012,7.8,33,0,,,,,,,,,-7.4,10.4,0.0,0,1021.2,988.0,51740,-1,4.6,130,21.3,206.1,1.0,55.34,34.66,166.63,2022-03-08 11:00:00+00:00,53025.19
6013,8.6,31,0,,,,,,,,,-7.7,9.8,0.0,,1020.7,987.6,68050,-1,4.3,100,22.6,223.9,0.98,54.6,35.4,184.89,2022-03-08 12:00:00+00:00,57829.36
6014,9.4,25,0,,,,,,,,,-9.8,8.7,0.0,0,1020.0,987.0,52040,-1,4.1,100,21.6,223.1,1.0,56.91,33.09,202.78,2022-03-08 13:00:00+00:00,54847.81
6015,9.9,24,0,,,,,,,,,-9.7,11.1,0.0,0,1019.7,986.8,63770,-1,5.0,120,20.4,202.1,1.0,61.89,28.11,219.18,2022-03-08 14:00:00+00:00,41515.06
6016,9.9,25,0,,,,,,,,,-9.2,9.2,0.0,,1019.8,986.9,68650,-1,4.4,120,19.6,162.8,1.0,68.89,21.11,233.72,2022-03-08 15:00:00+00:00,25167.32
6017,9.1,27,0,,,,,,,,,-8.7,9.1,0.0,0,1020.1,987.1,56000,-1,4.3,120,17.1,110.2,1.0,77.25,12.75,246.67,2022-03-08 16:00:00+00:00,12498.65
6018,7.8,31,0,,,,,,,,,-8.3,8.8,0.0,0,1020.7,987.5,52960,-1,3.7,110,11.9,50.0,1.0,86.35,3.65,258.56,2022-03-08 17:00:00+00:00,5286.7
6019,6.2,34,0,,,,,,,,,-8.6,6.4,0.0,,1021.4,988.0,50780,-1,2.3,100,2.9,6.1,0.47,96.17,-6.17,270.02,2022-03-08 18:00:00+00:00,506.52
6020,5.8,35,0,,,,,,,,,-8.5,4.6,0.0,0,1021.6,988.1,50000,-1,2.1,90,0.0,0.0,0.0,105.79,-15.79,281.7,2022-03-08 19:00:00+00:00,0.0
6021,4.6,38,0,,,,,,,,,-8.5,4.4,0.0,0,1022.0,988.4,49720,-1,3.1,70,0.0,0.0,0.0,114.99,-24.99,294.3,2022-03-08 20:00:00+00:00,0.0
6022,2.3,46,0,,,,,,,,,-8.2,2.6,0.0,,1022.3,988.4,43580,-1,1.5,70,0.0,0.0,0.0,123.24,-33.24,308.6,2022-03-08 21:00:00+00:00,0.0
6023,2.3,47,0,,,,,,,,,-7.7,3.3,0.0,0,1022.5,988.6,39740,-1,1.7,60,0.0,0.0,0.0,129.85,-39.85,325.35,2022-03-08 22:00:00+00:00,0.0
6024,1.6,49,0,,,,,,,,,-7.9,4.1,0.0,0,1022.8,988.8,41670,-1,2.7,40,0.0,0.0,0.0,133.94,-43.94,344.73,2022-03-08 23:00:00+00:00,0.0
6025,0.5,54,0,,,,,,,,,-7.7,5.3,0.0,,1023.4,989.2,46000,-1,3.4,30,0.0,0.0,0.0,134.74,-44.74,5.66,2022-03-09 00:00:00+00:00,0.0
6026,-0.4,56,0,,,,,,,,,-8.0,3.6,0.0,0,1023.9,989.6,41540,-1,2.2,50,0.0,0.0,0.0,132.07,-42.07,25.97,2022-03-09 01:00:00+00:00,0.0
6027,-0.9,61,0,,,,,,,,,-7.4,4.5,0.0,0,1023.8,989.5,37420,-1,3.0,30,0.0,0.0,0.0,126.49,-36.49,43.94,2022-03-09 02:00:00+00:00,0.0
6028,-1.5,63,0,,,,,,,,,-7.6,3.7,0.0,,1023.9,989.5,41490,-1,2.3,10,0.0,0.0,0.0,118.87,-28.87,59.28,2022-03-09 03:00:00+00:00,0.0
6029,-2.1,66,0,,,,,,,,,-7.5,3.1,0.0,0,1024.0,989.5,41420,-1,1.5,30,0.0,0.0,0.0,110.02,-20.02,72.54,2022-03-09 04:00:00+00:00,0.0
6030,-3.0,70,0,,,,,,,,,-7.6,2.8,0.0,0,1024.2,989.6,36870,-1,1.6,30,0.0,0.0,0.0,100.52,-10.52,84.53,2022-03-09 05:00:00+00:00,0.0
6031,-3.3,72,0,,,,,,,,,-7.6,2.4,0.0,,1024.5,989.8,37840,-1,1.4,40,0.1,0.1,0.0,90.23,-0.23,95.99,2022-03-09 06:00:00+00:00,0.0
6032,-2.4,69,0,,,,,,,,,-7.3,4.0,0.0,0,1024.8,990.2,42380,-1,2.3,30,5.7,13.0,0.62,81.23,8.77,107.59,2022-03-09 07:00:00+00:00,3094.53
6033,-1.2,67,0,,,,,,,,,-6.5,3.6,0.0,0,1025.1,990.7,26840,-1,2.1,30,15.7,62.6,1.0,72.4,17.6,119.96,2022-03-09 08:00:00+00:00,15823.19
6034,1.5,58,0,,,,,,,,,-6.0,1.5,0.0,,1025.3,991.2,32190,-1,0.8,190,22.4,119.0,1.0,64.65,25.35,133.71,2022-03-09 09:00:00+00:00,32363.59
6035,5.2,45,0,,,,,,,,,-5.7,2.2,0.0,0,1024.7,991.1,38910,-1,1.1,70,26.2,168.6,1.0,58.6,31.4,149.28,2022-03-09 10:00:00+00:00,46517.35
6036,7.7,35,0,,,,,,,,,-6.7,3.2,0.0,0,1024.3,991.0,44160,-1,1.6,310,28.2,203.7,1.0,54.94,35.06,166.64,2022-03-09 11:00:00+00:00,52887.26
6037,9.2,39,0,,,,,,,,,-3.9,4.1,0.0,,1023.8,990.7,27940,-1,1.9,310,29.4,219.5,1.0,54.22,35.78,184.99,2022-03-09 12:00:00+00:00,56848.88
6038,11.7,38,0,,,,,,,,,-2.2,6.2,0.0,0,1022.9,990.1,29250,-1,2.8,240,28.9,218.5,1.0,56.55,33.45,202.97,2022-03-09 13:00:00+00:00,53701.11
6039,13.3,37,0,,,,,,,,,-0.9,6.2,0.0,0,1022.1,989.5,26000,100,3.1,220,27.8,196.7,1.0,61.56,28.44,219.42,2022-03-09 14:00:00+00:00,41497.45
6040,13.0,34,0,,,,,,,,,-2.4,7.0,0.0,,1021.9,989.3,35070,100,3.4,170,25.3,156.6,1.0,68.59,21.41,234.0,2022-03-09 15:00:00+00:00,25950.88
6041,12.9,34,0,,,,,,,,,-2.6,5.3,0.0,0,1021.9,989.3,36250,-1,3.0,170,21.0,105.9,1.0,76.98,13.02,246.96,2022-03-09 16:00:00+00:00,13799.58
6042,11.6,37,0,,,,,,,,,-2.6,4.4,0.0,0,1022.3,989.5,26860,-1,2.9,180,14.2,48.2,1.0,86.1,3.9,258.86,2022-03-09 17:00:00+00:00,6392.14
